,Name,Birthdate
775,James Clavell,1921-10-10
776,D.J. MacHale,1955-03-11
777,Melina Marchetta,1965-03-25
778,Gerald Durrell,1925-01-07
779,Joseph Campbell,1904-03-26
780,Ian Rankin,1960-04-28
781,Rodman Philbrick,1951-01-22
782,T.S. Eliot,1888-09-26
783,Hugh Lofting,1886-01-14
784,José Mauro de Vasconcelos,1920-02-26
785,Thornton Wilder,1897-04-17
786,Daphne du Maurier,1907-05-13
787,Robert Lopshire,1927-04-14
788,Bill Clinton,1946-08-19
789,John C. Maxwell,1947-02-20
790,Michael Morpurgo,1943-10-03
791,Dav Pilkey,1966-03-04
792,Svetlana Alexievich,1948-05-31
793,Clayton M. Christensen,1952-04-06
794,Yōko Ogawa,1962-03-30
795,Pierre Choderlos de Laclos,1741-10-18
796,Muriel Spark,1918-02-01
797,Karen Armstrong,1944-11-14
798,Mary Higgins Clark,1927-12-24
799,Knut Hamsun,1859-08-04
800,Richard Connell,1893-10-17
801,A.P.J. Abdul Kalam,1931-10-15
802,Sarah Vowell,1969-12-27
803,Alice Schroeder,1956-12-14
804,Stephen R. Donaldson,1947-05-13
805,Stella Gibbons,1902-01-05
806,Pema Chödrön,1936-07-14
807,Alfred Bester,1913-12-18
808,Peter Høeg,1957-05-17
809,H. Rider Haggard,1856-06-22
810,Robert Frost,1874-03-26
811,Anne Morrow Lindbergh,1906-06-22
812,Angela Carter,1940-05-07
813,Audrey Wood,1948-08-12
814,John Katzenbach,1950-06-23
815,Sue Townsend,1946-04-02
816,Joseph Delaney,1945-07-25
817,Esther Forbes,1891-06-28
818,Guy Gavriel Kay,1954-11-07
819,Glen Cook,1944-07-09
820,Vikram Seth,1952-06-20
821,Margret Rey,1906-05-16
822,Edith Hahn Beer,1914-01-24
823,Marisha Pessl,1977-10-26
824,Elizabeth  George,1949-02-26
825,Piers Anthony,1934-08-06
826,Marcia Brown,1918-07-13
827,William Steig,1907-11-14
828,Alistair MacLean,1922-04-21
829,Michael Rosen,1946-05-07
830,Michelle Magorian,1947-11-06
831,Akira Toriyama,1955-04-05
832,Thomas Mann,1875-06-06
833,Clive Barker,1952-10-05
834,Atul Gawande,1965-11-05
835,Edward Abbey,1927-01-29
836,Gary Zukav,1942-10-17
837,Elif Shafak,1971-10-25
838,Julia Glass,1956-03-23
839,Robert Cormier,1925-01-17
840,Meg Rosoff,1956-10-16
841,Alan Bennett,1934-05-09
842,William Blake,1757-11-28
843,Nella Larsen,1891-04-13
844,Brian Sibley,1949-07-14
845,Marguerite Henry,1902-04-13
846,Richard Lancelyn Green,1953-07-10
847,Joseph J. Ellis,1943-07-18
848,Nikos Kazantzakis,1883-03-02
849,Jennifer Donnelly,1963-08-16
850,Marguerite Duras,1914-04-04
851,Naomi Klein,1970-05-08
852,P.D. James,1920-08-03
853,Warren Ellis,1968-02-16
854,Thomas Cahill,1940-03-29
855,Susan Sontag,1933-01-16
856,Gennifer Choldenko,1957-10-20
857,H.P. Lovecraft,1890-08-20
858,Cressida Cowell,1966-04-15
859,M.M. Kaye,1908-08-21
860,Michel Faber,1960-04-13
861,Jenny Nimmo,1944-01-15
862,Leonardo da Vinci,1452-04-15
863,Simone Elkeles,1970-04-24
864,Jean-Jacques Rousseau,1712-06-28
865,Jon Kabat-Zinn,1944-06-05
866,Frederik Pohl,1919-11-26
867,Thomas Hobbes,1588-04-05
868,Flannery O'Connor,1925-03-25
869,Karen Cushman,1941-10-04
870,Frida Kahlo,1907-07-06
871,Sergei Lukyanenko,1968-04-11
872,Shunryu Suzuki,1904-05-18
873,Andy Warhol,1928-08-06
874,Andy Goldsworthy,1956-07-25
875,Günter Grass,1927-10-16
876,Loung Ung,1970-11-19
877,Dorothy Allison,1949-04-11
878,Rachel Carson,1907-05-27
879,Jack Welch,1935-11-19
880,Jerry Pinkney,1939-12-22
881,Sam Harris,1967-04-09
882,Gwyn Hyman Rubio,1949-08-07
883,Darren Shan,1972-07-02
884,Philip Yancey,1949-11-04
885,E.L. Doctorow,1931-01-06
886,Lance Armstrong,1971-09-18
887,Sally Jenkins,1960-10-11
888,Neil Strauss,1969-03-09
889,Armistead Maupin,1944-05-13
890,Edward P. Jones,1950-10-05
891,Dietrich Bonhoeffer,1906-02-04
892,Amy Sedaris,1961-03-29
893,W.E.B. Du Bois,1868-02-23
894,Janette Oke,1935-02-18
895,Ariana Franklin,1933-08-25
896,Elaine N. Aron,1944-11-01
897,Jenny Carroll,1967-02-01
898,Paul Montgomery,1960-06-05
899,Donald J. Sobol,1924-10-04
900,Brother Andrew,1928-05-11
901,Gary D. Schmidt,1957-04-14
902,Sara Donati,1956-01-14
903,Julia Donaldson,1948-09-16
904,Barbara Taylor Bradford,1933-05-10
905,Susan Vreeland,1946-01-20
906,Jack Canfield,1944-08-19
907,Jonathan Lethem,1964-02-19
908,Marcus Buckingham,1966-01-11
909,Lian Hearn,1942-08-29
910,Mark Dunn,1956-07-12
911,Nic Sheff,1982-07-20
912,Nigella Lawson,1960-01-06
913,Eugene O'Neill,1888-10-16
914,Paul Gannon,1960-05-21
915,Arthur Hailey,1920-04-05
916,Robert Charles Wilson,1953-12-15
917,Theodore Dreiser,1871-08-27
918,Linda Sue Park,1960-03-25
919,Dalton Trumbo,1905-12-09
920,Carol Shields,1935-06-02
921,Alexander Hamilton,1755-01-11
922,Jacqueline Winspear,1955-04-30
923,Steven Galloway,1975-07-13
924,Scott Turow,1949-04-12
925,Arturo Pérez-Reverte,1951-11-25
926,J.R. Moehringer,1964-12-07
927,Theo LeSieg,1904-03-02
928,Mary Pope Osborne,1949-05-20
929,René Goscinny,1926-08-14
930,Kathy Reichs,1948-07-07
931,Bret Lott,1958-10-08
932,Ruth Stiles Gannett,1923-08-12
933,Roberto Bolaño,1953-04-28
934,Eleanor Estes,1906-05-09
935,James M. Cain,1892-07-01
936,Wilbur Smith,1933-01-09
937,Mercedes Lackey,1950-06-24
938,Brad Thor,1969-08-21
939,Pierre Boulle,1912-02-20
940,Rob Sheffield,1966-02-02
941,Lois McMaster Bujold,1949-11-02
942,Ernesto Che Guevara,1928-06-14
943,Michelle Moran,1980-08-11
944,John M. Barry,1947-04-12
945,Miranda July,1974-02-15
946,Brennan Manning,1934-04-27
947,Michel Houellebecq,1956-02-26
948,G.K. Chesterton,1874-05-29
949,Michio Kaku,1947-01-24
950,Jeffrey Archer,1940-04-15
951,Antonia Fraser,1932-08-27
952,John Buchan,1875-08-26
953,Donald A. Norman,1935-12-25
954,Kristen Britain,1965-10-18
955,Louis-Ferdinand Céline,1894-05-27
956,Tim Burton,1958-08-25
957,Françoise Sagan,1935-06-21
958,Dean R. Koontz,1945-07-09
959,Julio Cortázar,1914-08-26
960,Hisaya Nakajo,1973-09-12
961,Susane Colasanti,1973-05-01
962,Bertrand Russell,1872-05-18
963,Gavin de Becker,1954-10-26
964,Simone de Beauvoir,1908-01-09
965,Enid Blyton,1897-08-11
966,Eugene B. Sledge,1923-11-04
967,Ken Grimwood,1944-02-27
968,Thich Nhat Hanh,1926-10-11
969,James Gleick,1954-08-01
970,Jude Deveraux,1947-09-20
971,Mario Vargas Llosa,1936-03-28
972,Stan Berenstain,1923-09-29
973,Anton Chekhov,1860-01-29
974,Ron Rash,1953-09-25
975,Don Winslow,1953-10-31
976,Lew Wallace,1827-04-10
977,Adeline Yen Mah,1937-11-30
978,Guy de Maupassant,1850-08-05
979,Daniel Woodrell,1953-03-04
980,Jojo Moyes,1969-08-04
981,William  Gibson,1948-03-17
982,Neale Donald Walsch,1943-09-10
983,Jordan Belfort,1962-07-09
984,Jeff Shaara,1952-02-21
985,Lisa Lutz,1970-03-13
986,Joanne Harris,1964-07-03
987,C.J. Box,1958-11-09
988,Kate Douglas Wiggin,1856-09-28
989,Ian Fleming,1908-05-28
990,H.W. Janson,1913-10-04
991,Twyla Tharp,1941-07-01
992,Melody Beattie,1948-07-02
993,Eve Ensler,1953-05-25
994,Linda Howard,1950-08-03
995,Ivan Goncharov,1812-06-18
996,Per Petterson,1952-07-18
997,David Brin,1950-10-06
998,Denis Johnson,1949-07-01
999,Keri Arthur,1967-12-04
1000,Sarah Weeks,1955-03-18
1001,Russell Hoban,1925-02-04
1002,Ted Dekker,1962-10-24
1003,John Stuart Mill,1806-05-20
1004,Esther Hicks,1948-03-05
1005,Jessica Day George,1976-10-11
1006,Nikki Sixx,1958-12-11
1007,Jonathan Haidt,1963-10-19
1008,Joy Adamson,1910-01-20
1009,Hillary Rodham Clinton,1947-10-26
1010,Ntozake Shange,1948-10-18
1011,Thomas Paine,1737-02-09
1012,Eric Berne,1910-05-10
1013,Astrid Lindgren,1907-11-14
1014,George MacDonald,1824-12-10
1015,Josh McDowell,1939-08-17
1016,Vikas Swarup,1961-06-22
1017,Rhys Bowen,1941-09-24
1018,Wil Huygen,1922-06-23
1019,Iris Chang,1968-03-28
1020,Carrie Vaughn,1973-01-28
1021,Émile Zola,1840-04-02
1022,Antony Beevor,1946-12-14
1023,Brian Azzarello,1962-08-11
1024,R.L. Stine,1943-10-08
1025,Henry Fielding,1707-04-22
1026,Peter F. Drucker,1909-11-19
1027,Ann M. Martin,1955-08-12
1028,Jean-Paul Sartre,1905-06-21
1029,Sherwood Anderson,1876-09-13
1030,Robert Muchamore,1971-12-26
1031,Adrian Conan Doyle,1910-11-19
1032,Marya Hornbacher,1974-04-04
1033,Anya Seton,1904-01-23
1034,C.G. Jung,1875-07-26
1035,Ram Dass,1931-04-06
1036,Rudolfo Anaya,1937-10-30
1037,Natsuo Kirino,1951-10-07
1038,Wendy Mass,1967-04-22
1039,Marianne Williamson,1952-07-08
1040,Immanuel Kant,1724-04-22
1041,bell hooks,1952-09-25
1042,Matthew Reilly,1974-07-02
1043,Maggie O'Farrell,1972-05-27
1044,Lisi Harrison,1970-07-29
1045,Syd Hoff,1912-09-04
1046,Boris Vian,1920-03-10
1047,John Fante,1909-04-08
1048,Henryk Sienkiewicz,1846-05-05
1049,Debbie Macomber,1948-10-22
1050,James Dickey,1923-02-02
1051,Malika Oufkir,1953-04-02
1052,Booker T. Washington,1856-04-05
1053,Andrea Levy,1956-03-07
1054,Legs McNeil,1956-01-27
1055,Tom Perrotta,1961-08-13
1056,Betty Mahmoody,1945-06-09
1057,Caroline Myss,1952-12-02
1058,Philip José Farmer,1918-01-26
1059,Jim Carroll,1949-08-01
1060,Arthur Ransome,1884-01-18
1061,René Descartes,1596-03-31
1062,Eileen Christelow,1943-04-22
1063,Georgette Heyer,1902-08-16
1064,T. Coraghessan Boyle,1948-12-02
1065,Marilyn Manson,1969-01-05
1066,Leigh Nichols,1945-07-09
1067,China Miéville,1972-09-06
1068,Li Cunxin,1961-01-26
1069,Lilian Jackson Braun,1913-06-20
1070,Paulo Freire,1921-09-19
1071,Donna Leon,1942-09-28
1072,Iris Johansen,1938-04-07
1073,Jack Ketchum,1946-11-10
1074,Irvin D. Yalom,1931-06-13
1075,P. Craig Russell,1951-10-30
1076,James L. Swanson,1959-02-12
1077,Al Franken,1951-05-21
1078,Giuseppe Tomasi di Lampedusa,1896-12-23
1079,Leon Uris,1924-08-03
1080,Al Perkins,1944-01-18
1081,John Banville,1945-12-08
1082,Lawrence Wright,1947-08-02
1083,Giorgio Vasari,1511-07-30
1084,J.G. Ballard,1930-11-15
1085,Joseph Conrad,1857-12-03
1086,Shūsaku Endō,1923-03-27
1087,Ann McGovern,1930-05-25
1088,James M. McPherson,1936-10-11
1089,Harold Bloom,1930-07-11
1090,Rachael Ray,1968-08-25
1091,Neil deGrasse Tyson,1958-10-05
1092,Josephine Tey,1896-07-25
1093,Audre Lorde,1934-02-18
1094,Brian Herbert,1947-06-29
1095,Kevin J. Anderson,1962-03-27
1096,William Kent Krueger,1950-11-16
1097,Maxine Hong Kingston,1940-10-27
1098,Carlos Fuentes,1928-11-11
1099,Edwidge Danticat,1969-01-19
1100,Waris Dirie,1965-10-21
1101,David D. Burns,1942-09-19
1102,Madeleine Wickham,1970-12-12
1103,Eric Van Lustbader,1946-12-24
1104,Robert K. Massie,1929-01-05
1105,Yukio Mishima,1925-01-14
1106,Jim Starlin,1949-10-09
1107,Amélie Nothomb,1966-07-09
1108,Harold G. Moore,1922-02-13
1109,Daniel H. Pink,1964-07-23
1110,Arnaldur Indriðason,1961-01-28
1111,Lincoln Child,1957-10-13
1112,M.C. Beaton,1936-06-10
1113,Simon Singh,1964-09-19
1114,Stephen Crane,1871-11-01
1115,Joss Whedon,1964-06-23
1116,Stephen Coonts,1946-07-19
1117,Peter Lynch,1944-01-19
1118,E.E. Cummings,1894-10-14
1119,Aldo Leopold,1887-01-11
1120,Greg Bear,1951-08-20
1121,Tobias Wolff,1945-06-19
1122,David Fishelson,1956-07-24
1123,Mercer Mayer,1943-12-30
1124,Elisabeth Elliot,1926-12-21
1125,Christopher Isherwood,1904-08-26
1126,Natalie Goldberg,1948-01-04
1127,Adele Faber,1928-01-12
1128,T. Colin Campbell,1934-03-14
1129,Arthur Koestler,1905-09-05
1130,Douglas Coupland,1961-12-30
1131,Jordan Sonnenblick,1969-07-04
1132,Perry    Moore,1971-11-04
1133,Reginald Rose,1920-12-10
1134,Sandra Boynton,1953-04-03
1135,Mark Helprin,1947-06-28
1136,George R. Stewart,1895-05-31
1137,Robert Kurson,1963-04-18
1138,David Weber,1952-10-24
1139,Marjorie Kinnan Rawlings,1896-08-08
1140,Tove Jansson,1914-08-09
1141,A.N. Roquelaure,1941-10-04
1142,Guy Kawasaki,1954-08-30
1143,Bernard Waber,1921-09-27
1144,Sogyal Rinpoche,1947
1145,Ron Chernow,1949-03-03
1146,Paul Zindel,1936-05-15
1147,J.B. Priestley,1894-09-13
1148,Richard Paul Evans,1962-10-11
1149,David Wiesner,1956-02-05
1150,Alain de Botton,1969-12-20
1151,Richard Russo,1949-07-15
1152,Alan Hollinghurst,1954-05-26
1153,Richard Siken,1967-02-15
1154,Tim Harford,1973-09-27
1155,Kōbō Abe,1924-03-07
1156,Machado de Assis,1839-06-21
1157,Kathryn Lasky,1944-06-24
1158,Walker Percy,1916-05-28
1159,Diane Duane,1952-05-18
1160,Khushwant Singh,1915-02-02
1161,Marshall Goldsmith,1949-03-20
1162,Barbara Park,1947-04-21
1163,Gary Larson,1950-08-14
1164,Jill Bolte Taylor,1959-05-04
1165,Tetsuko Kuroyanagi,1933-08-09
1166,Niall Ferguson,1964-04-18
1167,Elizabeth Chandler,1807-12-24
1168,Meg Wolitzer,1959-05-28
1169,Randy Shilts,1951-08-08
1170,Eric S. Nylund,1964-11-12
1171,Nancy Springer,1948-07-05
1172,Naguib Mahfouz,1911-12-11
1173,Federico García Lorca,1898-06-05
1174,Joe Navarro,1953-05-26
1175,Vera B. Williams,1927-01-28
1176,Michael Teitelbaum,1944-01-21
1177,Masashi Kishimoto,1974-11-08
1178,Robert Sabuda,1965-03-08
1179,Charles M. Sheldon,1857-02-26
1180,Reza Aslan,1972-05-03
1181,Naomi Wolf,1962-11-12
1182,Elisabeth Kübler-Ross,1926-07-08
1183,Alison Croggon,1962
1184,Enid Bagnold,1889-10-27
1185,Philippa Pearce,1920-01-22
1186,Steffie Hall,1943-04-22
1187,Kay Thompson,1909-11-09
1188,Matt Ridley,1958-02-07
1189,Larry Bossidy,1935-03-05
1190,Heinrich Böll,1917-12-21
1191,Amitav Ghosh,1956-07-11
1192,Catherine Coulter,1942-12-26
1193,Cate Tiernan,1961-07-24
1194,Amin Maalouf,1949-02-25
1195,Alice Waters,1944-04-28
1196,Sandra Brown,1948-03-12
1197,Carol Tavris,1944-09-17
1198,Clifford D. Simak,1904-08-03
1199,Simon Beckett,1960-04-20
1200,Sherwood Smith,1951-05-29
1201,Robert Crais,1953-06-20
1202,Morton Rhue,1950-05-05
1203,Sinclair Lewis,1885-02-07
1204,Lloyd C. Douglas,1877-08-27
1205,James Herbert,1943-04-08
1206,Drew Karpyshyn,1971-07-28
1207,Matthew Gregory Lewis,1775-07-09
1208,Heather Brewer,1973-09-21
1209,Deanna Raybourn,1968-06-17
1210,Yasunari Kawabata,1899-06-11
1211,Robert A. Caro,1935-10-30
1212,Annie Dillard,1945-04-30
1213,Shane Claiborne,1975-07-11
1214,Thomas S. Kuhn,1922-07-18
1215,Michael Moorcock,1939-12-18
1216,Fernando Pessoa,1888-06-13
1217,Chris d'Lacey,1954-12-15
1218,Rob Bell,1970-08-23
1219,Neil Postman,1931-03-08
1220,Kenneth Oppel,1967-08-12
1221,Michelle Paver,1960-09-07
1222,Ford Madox Ford,1873-12-17
1223,Eleanor Coerr,1922-05-29
1224,Norman Mailer,1923-01-31
1225,Sydney Taylor,1904-10-30
1226,Friedrich Dürrenmatt,1921-01-05
1227,Norman Maclean,1902-12-23
1228,Diana L. Paxson,1943-02-20
1229,Michael J. Fox,1961-06-09
1230,Maud Hart Lovelace,1892-04-25
1231,Deborah Ellis,1970-08-07
1232,Sándor Márai,1900-04-11
1233,Dorothy Gilman,1923-06-25
1234,Margaret Sidney,1844-06-22
1235,Alexis de Tocqueville,1805-07-29
1236,Simon R. Green,1955-08-25
1237,Richard Koch,1950-07-28
1238,Gene Wolfe,1931-05-07
1239,Ben Mezrich,1969-02-07
1240,Jerzy Kosiński,1933-06-14
1241,Louise Erdrich,1954-06-07
1242,Charles Stross,1964-10-18
1243,Katharine Graham,1917-06-16
1244,James Lee Burke,1936-12-05
1245,Firoozeh Dumas,1965-06-26
1246,Guy Delisle,1966-01-19
1247,Neil Shubin,1960-12-22
1248,James Surowiecki,1967-04-30
1249,Chris Gardner,1954-02-09
1250,Arina Tanemura,1978-03-12
1251,Lora Leigh,1965-03-06
1252,Joe McGinniss,1942-12-09
1253,Farley Mowat,1921-05-12
1254,Johnny Cash,1932-02-26
1255,Brian Michael Bendis,1967-08-18
1256,Malcolm Lowry,1909-07-28
1257,Steven Pinker,1954-09-18
1258,Graeme Base,1958-04-06
1259,Clarice Lispector,1920-12-10
1260,Marguerite Yourcenar,1903-06-08
1261,Robert Lynn Asprin,1946-06-28
1262,Anchee Min,1957-01-14
1263,Rolf Potts,1970-10-13
1264,Walter Mosley,1952-01-12
1265,Vicki Robin,1945-07-06
1266,Ed Brubaker,1966-11-17
1267,Chris Ware,1967-12-28
1268,Nicholas Meyer,1945-12-24
1269,Georgia Byng,1965-09-06
1270,Joseph Boyden,1966-10-31
1271,Natsume Sōseki,1867-02-09
1272,Laura Lippman,1959-01-31
1273,Val McDermid,1955-06-04
1274,Elizabeth Strout,1956-01-06
1275,Mineko Iwasaki,1949-11-02
1276,Assata Shakur,1947-07-16
1277,Sadegh Hedayat,1903-02-17
1278,Tony Horwitz,1958-06-09
1279,Alton Brown,1962-07-30
1280,William Least Heat-Moon,1939-08-27
1281,John Keats,1795-10-31
1282,Harlan Ellison,1934-05-27
1283,Marcella Hazan,1924-04-15
1284,Robert Fulghum,1937-06-04
1285,Elmore Leonard,1925-10-11
1286,Jerome Lawrence,1915-07-14
1287,Beverly Daniel Tatum,1954-09-27
1288,Sam Walton,1918-03-29
1289,Tim Winton,1960-08-04
1290,Ambrose Bierce,1842-06-24
1291,Tara Brach,1953-05-15
1292,Daniel Tammet,1979-01-31
1293,James E. Talmage,1862-09-21
1294,Ina May Gaskin,1940-03-08
1295,L. Ron Hubbard,1911-03-13
1296,Elizabeth George,1949-02-26
1297,Dino Buzzati,1906-10-14
1298,Tony Hillerman,1925-05-27
1299,David Ebershoff,1969-01-17
1300,Romain Gary,1914-05-21
1301,August Wilson,1945-04-27
1302,Heinrich Harrer,1912-07-06
1303,H.W. Brands,1953-08-07
1304,Ryū Murakami,1952-02-19
1305,Søren Kierkegaard,1813-05-05
1306,Martin Amis,1949-08-25
1307,Mary Wollstonecraft,1759-04-27
1308,Luis Sepúlveda,1949-10-04
1309,Luigi Pirandello,1867-06-28
1310,Pascal Mercier,1944-06-23
1311,Leslie Feinberg,1949-09-01
1312,Jon Lee Anderson,1957-01-15
1313,Jean Anouilh,1910-06-23
1314,Edward W. Said,1935-11-01
1315,Amelia Atwater-Rhodes,1984-04-16
1316,Mo Hayder,1962-01-02
1317,Hugh Laurie,1959-06-11
1318,Mika Waltari,1908-09-19
1319,Byron Katie,1942-12-06
1320,Frantz Fanon,1925-07-20
1321,Cynthia Voigt,1942-02-25
1322,Patrick Carman,1966-02-27
1323,Morris Gleitzman,1953-01-09
1324,Mike Lupica,1952-05-11
1325,Livia Bitton-Jackson,1931-02-28
1326,Anne Carson,1950-06-21
1327,Roddy Doyle,1958-05-08
1328,Philip G. Zimbardo,1933-03-23
1329,Thor Heyerdahl,1914-10-06
1330,Mortimer J. Adler,1902-12-28
1331,Elizabeth von Arnim,1866-08-31
1332,Danielle Steel,1947-08-14
1333,Friedrich A. Hayek,1899-05-08
1334,Doris Lessing,1919-10-22
1335,Zoë Heller,1965-07-07
1336,Hannah Arendt,1906-10-14
1337,Robert Henri,1865-06-24
1338,Nathanael West,1903-10-17
1339,Thomas Tryon,1634-09-06
1340,Martin Luther King Jr.,1929-01-15
1341,Clayborne Carson,1944-06-15
1342,Aron Ralston,1975-10-27
1343,Keri Hulme,1947-03-09
1344,Maxwell Maltz,1899-03-10
1345,Pearl Cleage,1948-12-07
1346,Julie Otsuka,1962-05-15
1347,Daniel Keyes,1927-08-09
1348,Bethany McLean,1970-12-12
1349,Walter Moers,1957-05-24
1350,Brad Meltzer,1970-04-01
1351,Joseph Wambaugh,1937-01-22
1352,Jorge Amado,1912-08-10
1353,Jack Finney,1911-10-02
1354,Jill Murphy,1949-07-05
1355,Henri J.M. Nouwen,1932-01-24
1356,Joan Aiken,1924-09-04
1357,Anthony Hope,1863-02-09
1358,Olivia Goldsmith,1949-01-01
1359,Italo Svevo,1861-12-19
1360,Angela Y. Davis,1944-01-26
1361,David Deida,1958-03-18
1362,Felicia Bond,1954-07-18
1363,Conn Iggulden,1971-02-24
1364,Laurence Sterne,1713-11-24
1365,Diane Mott Davidson,1949-03-22
1366,John Steptoe,1950-09-14
1367,Eva Ibbotson,1925-01-21
1368,Homer Hickam,1943-02-19
1369,Dian Fossey,1932-01-16
1370,Chris Claremont,1950-11-25
1371,Stephanie Laurens,1953-08-14
1372,Eça de Queirós,1845-11-25
1373,John Locke,1632-08-29
1374,Leslie Marmon Silko,1948-03-05
1375,Walter Benjamin,1892-07-15
1376,George Saunders,1958-12-02
1377,Melinda Haynes,1955-12-03
1378,Judith Guest,1936-03-29
1379,Steve Alten,1959-08-21
1380,Caroline Alexander,1968-03-03
1381,Susanna Kearsley,1966-01-17
1382,Lauren Groff,1978-07-23
1383,Lynda Barry,1956-01-02
1384,Lynn Flewelling,1958-10-20
1385,Liz Murray,1980-09-23
1386,Adolfo Bioy Casares,1914-09-15
1387,David Axton,1945-07-09
1388,Walter Lord,1917-10-08
1389,Brian Lumley,1937-12-02
1390,Anaïs Nin,1903-02-21
1391,Alaa Al Aswany,1957-05-26
1392,Albert Einstein,1879-03-14
1393,John Gribbin,1946-03-19
1394,V.S. Naipaul,1932-08-17
1395,Sherryl Woods,1944-07-23
1396,Brené Brown,1965-11-18
1397,Alan W. Watts,1915-01-06
1398,John Patrick Shanley,1950-10-13
1399,Gloria Naylor,1950-01-25
1400,Pedro Calderón de la Barca,1600-01-17
1401,Melvin Burgess,1954-04-25
1402,Gene Stratton-Porter,1863-08-17
1403,Alfred Uhry,1936-12-03
1404,Miklós Nyiszli,1901-06-17
1405,William March,1893-09-18
1406,Steve Niles,1965-06-21
1407,Jacqueline Wilson,1945-12-17
1408,Jennifer L. Holm,1968-06-16
1409,Frank Schätzing,1957-05-28
1410,Ben Carson,1951-09-18
1411,John Galsworthy,1867-08-14
1412,Al Ries,1926-11-14
1413,Laura Whitcomb,1958-12-19
1414,Richard A. Knaak,1961-05-28
1415,Gigi Levangie,1963-01-02
1416,Gigi Levangie Grazer,1963-01-02
1417,R. Scott Bakker,1967-02-02
1418,T.A. Barron,1952-03-26
1419,R.C. Sproul,1939-02-13
1420,Donald J. Trump,1946-06-14
1421,Alan Dean Foster,1946-11-18
1422,Anna Gavalda,1970-12-09
1423,Roland Smith,1951-11-30
1424,David Gemmell,1948-08-01
1425,Tony Kushner,1956-07-16
1426,Bruce Degen,1945-06-14
1427,Taylor Caldwell,1900-09-07
1428,Johanna Lindsey,1952-03-10
1429,Richard Rhodes,1937-07-04
1430,Irving Shulman,1913-05-21
1431,Tasha Alexander,1969-12-01
1432,Andrea Camilleri,1925-09-06
1433,Marc Levy,1961-10-16
1434,Kate Brian,1974-03-11
1435,Joan Lindsay,1896-11-16
1436,Luke Rhinehart,1932-11-15
1437,Mary Balogh,1944-03-24
1438,Bertolt Brecht,1898-02-10
1439,Rick Atkinson,1952-11-15
1440,Alexander Pushkin,1799-06-06
1441,David Farland,1957-05-28
1442,Alex Kava,1959-06-07
1443,Bohumil Hrabal,1914-03-28
