,Name,Birthdate
781,Ally Sheedy,1962-06-13
782,Ilia Kulik,1977-05-23
783,Robert R. Shafer,1958-04-10
784,Edward Norton,1969-08-18
785,Taral Hicks,1974-09-21
786,Patricia Schumann,1975-06-04
787,Kristoffer Berglund,1988-08-12
788,Akiyoshi Nakao,1988-06-30
789,Donny Boaz,1980-12-12
790,Gordon Westcott,1903-11-06
791,Liza Koshy,1996-03-31
792,Kaori Momoi,1951-04-08
793,Meade Roberts,1930-06-13
794,Brandon Hammond,1984-02-06
795,Valerie Chow,1970-12-16
796,Massimiliano Gallo,1968-06-19
797,Bo Jackson,1962-11-30
798,Ljubomir Kerekes,1960-01-16
799,Susan Glover,1957-01-14
800,James Denton,1963-01-20
801,Chuck Norris,1940-03-10
802,Ron Vawter,1948-12-09
803,Janusz Paluszkiewicz,1912-03-20
804,Scott Aukerman,1970-07-02
805,Audrey Christie,1912-06-27
806,Adhisty Zara,2003-06-21
807,Penelope Mitchell,1991-07-24
808,Farhan Ali Agha,1975-05-12
809,Lauren Lakis,1990-11-22
810,Brittany Snow,1986-03-09
811,Ana Ortiz,1971-01-25
812,Bill Smitrovich,1947-05-16
813,Sheeri Rappaport,1977-10-27
814,Marisa Orth,1963-10-21
815,Lew Gallo,1928-06-12
816,Medalion Rahimi,1992-07-15
817,Gérard Depardieu,1948-12-27
818,Vivianne Pasmanter,1971-05-24
819,Leo Burmester,1945-02-01
820,Roxane Duran,1993-01-27
821,Vincent Lecavalier,1980-04-21
822,Ozzy Osbourne,1948-12-03
823,Kumarimuthu,1940-12-20
824,Dominic Brunt,1970-04-15
825,Molly Gordon,1995-12-06
826,Teo Briones,2005-01-11
827,Elizabeth Hubbard,1933-12-22
828,Paolo Sorrentino,1970-05-31
829,Daniel Breton,1962-06-18
830,Louise Brealey,1979-03-27
831,Eddie Bracken,1915-02-07
832,Athan Karras,1927-09-27
833,Alessandro Haber,1947-01-19
834,Fiona Hutchison,1960-05-17
835,Michelle Pierce,1987-08-27
836,Folake Olowofoyeku,1983-10-26
837,Chris Brochu,1989-06-25
838,Vincent Laresca,1974-01-21
839,David Henrie,1989-07-11
840,Abel Fernandez,1930-07-14
841,Alexis Hernandez,1984-12-20
842,Richard Mylan,1972-11-24
843,Carlos Paulo,1951-06-11
844,Nina Robertson,1996-10-22
845,Tabitha Wady,1976-01-01
846,Mike Vogel,1979-07-17
847,Patsy Garrett,1921-05-04
848,Jane Abbott,1881-07-10
849,John Paxton,1911-05-21
850,Masami Hisamoto,1958-07-09
851,Amar Bukvic,1981-06-10
852,Steven Eckholdt,1961-09-06
853,Tommy Rall,1929-12-27
854,Jesus de Miguel,1975-01-09
855,Volodymyr Zelenskyy,1978-01-25
856,Gugu Mbatha-Raw,1983-04-21
857,Shilpa Shirodkar,1973-11-20
858,Jochen Horst,1961-09-07
859,Sadie Calvano,1997-04-08
860,Bruce Lester,1912-06-06
861,Jim Youngs,1956-10-13
862,Sheila Ruskin,1946-03-28
863,Lorraine Gary,1937-08-16
864,Imogen Bain,1959-04-17
865,Neta Riskin,1976-10-28
866,Sahar Dolatshahi,1979-10-08
867,Brent Huff,1961-03-11
868,Melissa Roxburgh,1992-12-10
869,Shirley Stoler,1929-03-30
870,Deborah Ann Woll,1985-02-07
871,Chelsea Hackett,1999-10-29
872,Brian Hallisay,1978-10-31
873,Richard Adams,1920-05-09
874,Arno Frisch,1975-11-13
875,Liv Lindeland,1945-12-07
876,Laura Donnelly,1982-06-24
877,Mary Allen,1951-08-22
878,Ruth Roman,1922-12-22
879,Daryl Gates,1926-08-30
880,Jacob Gregory,1986-02-20
881,Adriana Barraza,1956-03-05
882,Peter Dinklage,1969-06-11
883,Jim Henshaw,1949-09-28
884,Kimiko Glenn,1989-06-27
885,Subaru Kimura,1990-06-29
886,Oduvil Unnikrishnan,1943-02-13
887,Joel Spira,1981-07-18
888,Maggie Steed,1946-12-01
889,Srijit Mukherji,1977-09-23
890,Stephen McKinley Henderson,1949-08-31
891,Margit Carstensen,1940-02-29
892,Malin Buska,1984-03-15
893,Michael Pate,1920-02-26
894,Duane Henry,1985-03-18
895,Melvyn Hayes,1935-01-11
896,Aki Toyosaki,1986-10-28
897,Cavan Kendall,1942-05-22
898,Clarence Burton,1882-03-10
899,Cyrielle Clair,1955-12-01
900,JoJo Siwa,2003-05-19
901,Jill Clayburgh,1944-04-30
902,Erin Dilly,1972-05-12
903,Gabriella Hámori,1978-11-01
904,Peter Handke,1942-12-06
905,Shannon Ashlyn,1986-02-20
906,Jack McMullen,1991-02-22
907,Edward Cast,1925-03-02
908,Barbara Crampton,1958-12-27
909,Pancho Magalona,1922-01-22
910,Jeff Schultz,1986-02-25
911,Vera Zimmermann,1964-03-30
912,Lucile Saint-Simon,1932-10-19
913,Sam Smith,1992-05-19
914,Shia LaBeouf,1986-06-11
915,Catherine Samie,1933-02-03
916,Yvonne Catterfeld,1979-12-02
917,Arthur Jensen,1923-08-24
918,Jon Gries,1957-06-17
919,Derren Litten,1970-12-21
920,Assi Cohen,1974-10-10
921,Ayla Algan,1937-10-29
922,Michael O'Donoghue,1940-01-05
923,Rupert Evans,1977-03-09
924,Nicole Muirbrook,1983-03-19
925,Lea van Acken,1999-02-20
926,Filipe Albuquerque,1985-06-13
927,Tanja Reichert,1977-09-19
928,Lynda Baron,1939-03-24
929,Ayumi Ito,1980-04-14
930,Paul Angelis,1943-01-18
931,Norman Lovett,1946-10-31
932,Brownie McGhee,1915-11-30
933,Cotter Smith,1949-05-29
934,Brian Deacon,1949-02-13
935,Jasna Diklic,1946-03-08
936,Essence Atkins,1972-02-07
937,Don Amendolia,1945-02
938,Willis Bouchey,1907-05-24
939,Riker Lynch,1991-11-08
940,Michael Preston,1938-05-14
941,Georgine Darcy,1930-10-14
942,Alex Mathew,1959-05-25
943,Tom Felton,1987-09-22
944,Yôko Sasaki,1975-01-02
945,Jake Epstein,1987-01-16
946,Cécile Cassel,1982-06-25
947,Sven Lasta,1925-04-18
948,Antonio Moreno,1887-09-26
949,Luis Alberni,1886-10-04
950,Jeannine Taylor,1954-06-02
951,Brian Connolly,1945-10-05
952,Tasha Smith,1971-02-28
953,Stephanie Courtney,1970-02-08
954,Jon Paul Steuer,1984-03-27
955,Chris Hayes,1979-02-28
956,Suzee Pai,1962-08-08
957,Nicola Di Bari,1940-09-29
958,Olwen Brookes,1901-11-26
959,Andrew Leigh,1972-08-03
960,Hrvoje Keckes,1975-03-17
961,I. Stanford Jolley,1900-10-24
962,Rafael Lozano,1970-01-24
963,Finneas O'Connell,1997-07-30
964,Ryan Phillippe,1974-09-10
965,Pedro Miguel Arce,1976-06-17
966,Hitoshi Takagi,1925-02-26
967,Jimmy Dean,1928-08-10
968,Evabritt Strandberg,1943-04-07
969,Steven Krasner,1953-08-01
970,Cal Wilson,1970-10-05
971,Michael J. Anderson,1953-10-31
972,Joshua Colley,2002-01-20
973,Juli Básti,1957-08-10
974,Ethel Grey Terry,1882-10-02
975,Christine Pascal,1953-11-29
976,Philo McCullough,1893-01-16
977,Marilyn Kagan,1951-06-12
978,Susan Atwood,1953-06-05
979,Seán Cullen,1965-08-29
980,Rico Hizon,1966-03-24
981,Nate Dushku,1977-06-08
982,April Lerman,1969-02-06
983,Lucille Bremer,1917-02-21
984,Don Johanson,1943-06-28
985,Pierre Renoir,1885-03-21
986,Gustav von Wangenheim,1895-02-18
987,Vijay Deverakonda,1989-05-09
988,Brenna O'Brien,1991-03-09
989,Jessica Steen,1965-12-19
990,Gözde Kansu,1980-08-23
991,Don Keefer,1916-08-18
992,Elena Zareschi,1916-07-23
993,Alain Chabat,1958-11-24
994,Penelope Wilton,1946-06-03
995,Dennis Olivieri,1947-08-29
996,Alfonso Dosal,1985-03-13
997,Elizabeth Rice,1985-11-05
998,Kelis,1979-08-21
999,Yves Barsacq,1931-06-17
1000,Myrna Dell,1924-03-05
1001,Rene Bitorajac,1972-03-02
1002,Meg Phillips,1996-02-02
1003,Richard Wilk,1952-05-22
1004,Whitfield Crane,1968-01-19
1005,David Clennon,1943-05-10
1006,Isaac Durnford,1998-02-26
1007,Spike Jonze,1969-10-22
1008,Kuana Torres Kahele,1978-09-07
1009,Bailey Noble,1990-10-13
1010,Catherine Ashton,1956-03-20
1011,Trevor Peacock,1931-05-19
1012,Larry Franco,1949-04-05
1013,Matija Prskalo,1966-10-25
1014,Linnea Quigley,1958-05-27
1015,Justin Holiday,1989-04-05
1016,Mackenyu,1996-11-16
1017,Shrikant Verma,1931-09-18
1018,Yasmin Abdulaziz,1980-01-16
1019,Vanessa Grasse,1992-06-27
1020,Valentina Ananina,1933-05-18
1021,Patric Knowles,1911-11-11
1022,Keeley Hawes,1976-02-10
1023,Donovan,1946-05-10
1024,Álvaro Morte,1975-02-23
1025,Abhishek Kapoor,1971-08-06
1026,Peter Aykroyd,1955-11-19
1027,Tim Progosh,1957-12-21
1028,Simón Andreu,1941-01-01
1029,Ry Russo-Young,1981-11-16
1030,Hamilton Camp,1934-10-30
1031,Jana Pallaske,1979-05-20
1032,Lauren Landa,1988-06-09
1033,Lola Bessis,1992-11-30
1034,Sergio Vargas,1960-03-15
1035,Guillaume Lambert,1984-01-31
1036,Helen Hanft,1934-04-04
1037,Charles Willcox,1843-09-15
1038,Alessia Cara,1996-07-11
1039,Linda Ulvaeus,1973-02-23
1040,Julie Adams,1926-10-17
1041,Rio Fanning,1931-11-07
1042,Gary Clark Jr.,1984-02-15
1043,Milt Kahl,1909-03-22
1044,Jason Winer,1972-12-07
1045,Woo-Ping Yuen,1945-01-01
1046,Renato Cestiè,1963-01-11
1047,Sam Waterston,1940-11-15
1048,Riz Ahmed,1982-12-01
1049,Hope Emerson,1897-10-29
1050,Erik Schumann,1925-02-15
1051,Art Alexakis,1962-04-12
1052,Dick Wilson,1916-07-30
1053,Carrie Brownstein,1974-09-27
1054,Eddie Alderson,1994-10-27
1055,Christopher Gable,1940-03-13
1056,Andrea López,1977-12-07
1057,Rusty Joiner,1972-12-11
1058,Christian Rub,1886-04-13
1059,Horace Murphy,1880-06-03
1060,Hans Adalbert Schlettow,1888-06-11
1061,Fanny Carby,1925-02-02
1062,Bill Cosby,1937-07-12
1063,Elen Rhys,1983-09-02
1064,Robbie Tucker,2001-04-05
1065,Bryce Wilson,1972-10-07
1066,Josh Blaylock,1990-03-29
1067,Julian Arahanga,1972-12-18
1068,Alexander Gauge,1914-07-29
1069,Charles Durning,1923-02-28
1070,Adam McKay,1968-04-17
1071,Karl Platen,1877-03-06
1072,Mekia Cox,1981-11-18
1073,J.V. Somayajulu,1920-07-30
1074,Mary Carver,1924-05-03
1075,Agostinho dos Santos,1932-04-25
1076,June Preisser,1918-06-26
1077,Ellen Travolta,1939-10-06
1078,Elisabeth Brooks,1951-07-02
1079,Michael Yama,1943-11-14
1080,Nina Polan,1927-11-30
1081,Jerome Ponce,1995-06-04
1082,Sergio Mayer,1966-05-21
1083,Louie Torrellas,1987-07-19
1084,Ian Dury,1942-05-12
1085,Robert Burns,1759-01-25
1086,Jeffrey Woodard,1964-12-01
1087,Anton Walbrook,1896-11-19
1088,Curt Hennig,1958-03-28
1089,Joe E. Ross,1914-03-15
1090,Julie Bishop,1956-07-17
1091,Moira Lister,1923-08-06
1092,Hippolyte Girardot,1955-10-10
1093,Lee Majdoub,1982-05-31
1094,Brahmaji,1965-04-25
1095,Nina Agdal,1992-03-26
1096,Simone Kirby,1976-10-28
1097,Nate Mooney,1972-01-26
1098,Chris Alcaide,1923-10-22
1099,Sachin Khedekar,1965-05-14
1100,Abby Brammell,1979-03-19
1101,Birgit Schuurman,1977-07-01
1102,Edward Lachman,1948-03-31
1103,Patrick Schmit,1974-11-01
1104,Julian Firth,1961-01-08
1105,Shiwani Saini,1988-12-31
1106,Billy Jayne,1969-04-10
1107,Georges Kern,1965-01-25
1108,Chiranjeevi,1955-08-22
1109,Jo Brand,1957-07-23
1110,Willard Huyck,1945-09-08
1111,Tyler Coppin,1956-11-09
1112,James Eckhouse,1955-02-14
1113,J. Mascis,1965-12-10
1114,Jerold Wells,1908-08-08
1115,Ziggy Marley,1968-10-17
1116,Dilip Dhawan,1955
1117,John Duigan,1949-06-19
1118,Gordon Begg,1868-01-14
1119,Krista Kosonen,1983-05-28
1120,Timothy Bottoms,1951-08-30
1121,Sam Kelly,1943-12-19
1122,Jeff Doucette,1947-11-25
1123,Luciano De Ambrosis,1937-03-28
1124,Almira Sessions,1888-09-16
1125,Norma Maldonado,1962-08-02
1126,Cecilia Yip,1963-03-08
1127,Lilas Ikuta,2000-09-25
1128,Mina Anwar,1969-09-20
1129,Vicky Hernández,1945-10-14
1130,Scott McCord,1971-04-19
1131,Lalo Encinas,1886-06-27
1132,Kenan Thompson,1978-05-10
1133,Diane Lane,1965-01-22
1134,Natalie West,1956-01-23
1135,Shoya Chiba,1995-08-29
1136,Lauri Peters,1943-07-02
1137,Shlomi Koriat,1976-09-24
1138,Lolly Adefope,1990-09-14
1139,Parag Tyagi,1966-07-06
1140,Lakis Lazopoulos,1956-05-06
1141,Barbara Schulz,1972-05-25
1142,Shakira Caine,1947-02-23
1143,Jasper Pääkkönen,1980-07-15
1144,Papa John Creach,1917-05-28
1145,Burt Young,1940-04-30
1146,Philip Akin,1950-04-18
1147,Dermot Walsh,1924-09-10
1148,Russell Peters,1970-09-29
1149,Lucas Bryant,1978-09-28
1150,Minna Gombell,1892-05-28
1151,Win Morisaki,1990-08-20
1152,Keiji Fujiwara,1964-10-05
1153,Lenka Vlasáková,1972-04-27
1154,Bryce Johnson,1977-04-18
1155,Maria Doyle Kennedy,1964-09-25
1156,Brian Bowman,1946-07-22
1157,Tomoko Naraoka,1929-12-01
1158,Andy Karl,1974-08-28
1159,Steve Martin,1945-08-14
1160,Idil Firat,1972-11-05
1161,Dolores Heredia,1966-10-06
1162,Jason Bonham,1966-07-15
1163,Frankie Chan,1951-11-30
1164,Guillaume Cyr,1982-02-27
1165,Jack O'Leary,1929-02-12
1166,Victoria Carroll,1941-01-21
1167,Jacqueline Susann,1918-08-20
1168,Aditi Gupta,1988-04-21
1169,Monica Dolan,1969-03-15
1170,Sanjeev Kumar,1938-07-09
1171,Burt Douglas,1930-11-21
1172,François-Marie Banier,1947-06-27
1173,Frank Collison,1948-02-14
1174,Billy Joe Shaver,1939-08-16
1175,Josh Graham,1983-10-01
1176,Jermaine Crawford,1992-10-28
1177,Georges Corraface,1952-12-07
1178,Nae Caranfil,1960-09-07
1179,Lucie Mannheim,1899-04-30
1180,Robbie Magasiva,1972-05-21
1181,Jonathan Andersson,1993-09-07
1182,Adèle Castillon,2001-10-24
1183,Barbara McNair,1934-03-04
1184,Milton Reid,1917-04-29
1185,Edgar Kennedy,1890-04-26
1186,Om Bhutkar,1991-03-01
1187,Ben Gage,1914-10-23
1188,Sid Lucero,1983-03-12
1189,Zak Penn,1968-03-23
1190,Tamara Hope,1984-11-02
1191,Claudia Bryar,1918-05-18
1192,Julieta Cardinali,1977-10-21
1193,Arnold Korff,1870-08-02
1194,Dean Harens,1920-06-30
1195,Charlie David,1980-08-09
1196,Colleen Clinkenbeard,1980-04-13
1197,Marty Pollio,1955-02-22
1198,Brianna Brown,1979-10-02
1199,Zoltán Fábri,1917-10-15
1200,Ian Brown,1963-02-20
1201,Kim Sung-ryung,1967-02-08
1202,Marco Ferreri,1928-05-11
1203,Jason O'Mara,1972-08-06
1204,Annaleigh Ashford,1985-06-25
1205,Tom Chadbon,1946-02-27
1206,Grigoriy Dobrygin,1986-02-17
1207,Harley Venton,1952-11-11
1208,Richard Folmer,1942-02-13
1209,Emraan Hashmi,1979-03-24
1210,Glenn Close,1947-03-19
1211,Jordan Bridges,1973-11-13
1212,Empress Schuck,1993-02-19
1213,Kan Tokumaru,1941-05-26
1214,Ricou Browning,1930-02-16
1215,Giusi Merli,1943-03-26
1216,Eddie Garcia,1929-05-02
1217,Anne-Marie Duff,1970-10-08
1218,Isaac Hayes III,1975-06-10
1219,Carrie Coon,1981-01-24
1220,Count Prince Miller,1934-03-30
1221,Andrea Lowe,1975-05-01
1222,Betty Lou Keim,1938-09-27
1223,Tenika Davis,1985-07-16
1224,Charlie Thurston,1996-08-17
1225,Bobby Knight,1940-10-25
1226,Trudi Ames,1946-11-10
1227,Agnia Ditkovskyte,1988-05-11
1228,Sophia Anne Caruso,2001-07-11
1229,Nev Schulman,1984-09-26
1230,Holly Elissa,1979-10-01
1231,Ruby Dee,1922-10-27
1232,Gert Fröbe,1913-02-25
1233,Charlie O'Connell,1975-04-21
1234,Walt Disney,1901-12-05
1235,Andrey Myagkov,1938-07-08
1236,Georg Adelly,1919-10-19
1237,Karim Kassem,1986-10-08
1238,Lyoto Machida,1978-05-30
1239,Pitobash,1984
1240,Beverly Polcyn,1927-09-13
1241,Josef Bierbichler,1948-04-26
1242,Clancy Brown,1959-01-05
1243,Joseph Mawle,1974-03-21
1244,Kim Ah-jung,1982-10-16
1245,Joseph Paxton,1803-08-03
1246,Mushy Callahan,1905-11-03
1247,Mildred Dunnock,1901-01-25
1248,Studs Terkel,1912-05-16
1249,Keith David,1956-06-04
1250,LaWanda Page,1920-10-19
1251,Mary Wimbush,1924-03-19
1252,Steven Liu,1952-11-12
1253,Edna Skinner,1921-05-23
1254,Théo Sarapo,1936-01-26
1255,Deborah Offner,1959-08-07
1256,Cindy Fisher,1964-08-02
1257,Michael Tse,1967-07-15
1258,Ania Pieroni,1957-02-28
1259,Herschel Savage,1952-11-25
1260,Devyn A. Tyler,1991-05-07
1261,Craig Wedren,1969-08-15
1262,Eddie Powell,1927-03-09
1263,Peter Gilmore,1931-08-25
1264,Vatsala Rajagopal,1933-12-25
1265,Frederick Ashton,1904-09-17
1266,William Bendix,1906-01-14
1267,Han-byeol Park,1984-11-17
1268,Alicia Rubio,1986-09-15
1269,Nirup Bhandari,1984-08-13
1270,Jean Rouverol,1916-07-08
1271,Anne Jackson,1925-09-03
1272,Peter Douglas,1955-11-23
1273,Wotan Wilke Möhring,1967-05-23
1274,Aki Maeda,1985-07-11
1275,Marcello Mazzarella,1963-10-18
1276,Edwin Richfield,1921-09-11
1277,Mara Corday,1930-01-03
1278,Tuccio Musumeci,1934-04-20
1279,Karyne Steben,1974-07-26
1280,Chic Johnson,1891-04-15
1281,Per-Olov Kindgren,1956-06-10
1282,Roy London,1943-03-03
1283,Stephen Colbert,1964-05-13
1284,Melanie Merkosky,1986-04-07
1285,Keith Loneker,1971-06-21
1286,Daisy Hilton,1908-02-05
1287,Harry Hill,1964-10-01
1288,Frantisek Filipovský,1907-09-23
1289,Tim Barrow,1964-02-15
1290,Charley Palmer Rothwell,1992-02-09
1291,Duncan Lamont,1918-06-17
1292,Valentina Cortese,1923-01-01
1293,Loes Luca,1953-10-18
1294,Dino Cassio,1934-04-02
1295,Stanley Ridges,1890-07-17
1296,Filippo Timi,1974-02-27
1297,Ritesh Shah,1976-04-19
1298,Jaleel White,1976-11-27
1299,Patrick Cargill,1918-06-03
1300,Michael Cerveris,1960-11-06
1301,Toni Edgar-Bruce,1892-06-04
1302,Darlene Love,1941-07-26
1303,Kim Cloutier,1987-03-25
1304,Daniel Gerson,1966-08-01
1305,Lu Parker,1968-04-16
1306,John Kraaijkamp Sr.,1925-04-19
1307,Sólveig Arnarsdóttir,1973-01-26
1308,Václav Chalupa,1967-12-07
1309,Alan Sues,1926-03-07
1310,Diane Clare,1938-07-08
1311,Brian Vincent,1960-02-16
1312,Hiroyuki Yoshino,1974-02-06
1313,Teresa Carpio,1956-09-30
1314,Henry Polic II,1945-02-20
1315,Joan Blackham,1946-05-15
1316,George Hearn,1934-06-18
1317,Katsuyuki Konishi,1973-04-21
1318,Galina Popova,1932-06-02
1319,Nan Grey,1918-07-25
1320,John Lydon,1956-01-31
1321,Lloyd Corrigan,1900-10-16
1322,Adam Rose,1979-07-20
1323,Nancy Kwan,1939-05-19
1324,James Darren,1936-06-08
1325,John D'Leo,1995-07-08
1326,Calvert DeForest,1921-07-23
1327,Céline Sciamma,1978-11-12
1328,Valerie Domínguez,1981-01-12
1329,Evander Holyfield,1962-10-19
1330,Carrie Snodgress,1945-10-27
1331,Moira Shearer,1926-01-17
1332,Patrick Clohessy,1908-04-16
1333,Jay Sean,1981-03-26
1334,Henry Travers,1874-03-05
1335,Bo Hopkins,1938-02-02
1336,Oliver Stark,1991-06-27
1337,Caroll Spinney,1933-12-26
1338,Allelon Ruggiero,1971-03-05
1339,Randolph Mantooth,1945-09-19
1340,Jirí Schmitzer,1949-10-25
1341,Osamu Takizawa,1906-11-13
1342,Billy Connelly,1942-11-24
1343,Ike Amadi,1979-11-26
1344,Owen Hart,1965-05-07
1345,Tsubasa Honda,1992-06-27
1346,Vanessa Hessler,1988-01-21
1347,Tenen Holtz,1887-02-17
1348,Annabelle Gurwitch,1961-11-04
1349,Yumi Shirakawa,1936-11-21
1350,Brooks Ashmanskas,1969-06-14
1351,Ian Bartholomew,1954-08-23
1352,Steve Zahn,1967-11-13
1353,Jappe Claes,1952-10-22
1354,James Mapes,1806-05-29
1355,Jordan Cohen,1997-07-31
1356,Tom Poston,1921-10-17
1357,Dan Millman,1946-02-22
1358,Yves Brainville,1914-03-08
1359,Donnie Dunagan,1934-08-16
1360,Jenny Lumet,1967-02-02
1361,Rajesh Vivek,1949-01-31
1362,Ken Swofford,1933-07-25
1363,Jorge Garcia,1973-04-28
1364,Per Oscarsson,1927-01-28
1365,Angela Bowie,1949-09-25
1366,Flex Alexander,1970-04-15
1367,Nada Rowand,1936-11-30
1368,Mary Tsoni,1987-06-25
1369,Jan Gunnar Røise,1975-09-24
1370,Preben Neergaard,1920-05-02
1371,Amos Tamam,1977-09-06
1372,Marli Siu,1993-03-11
1373,Gareth Forwood,1945-10-14
1374,Tim Mertens,1986-02-07
1375,Morey Amsterdam,1908-12-14
1376,Ricky Whittle,1979-12-31
1377,Ronald Colman,1891-02-09
1378,Nathan Hinton,1985-10-13
1379,Travis Milne,1986-07-18
1380,Aleksandar Boskovic,1962-06-05
1381,Eric Cabral,1992-10-05
1382,Juhi Chawla,1967-11-13
1383,Todd Barry,1964-03-26
1384,Branislav Lecic,1955-08-25
1385,Francine York,1936-08-26
1386,Mariella Frostrup,1962-11-12
1387,Humphrey Ker,1982-10-11
1388,Wolfgang Reichmann,1932-01-07
1389,Alex Greenwald,1979-10-09
1390,Ali B.,1981-10-16
1391,Rahul Madhav,1984-12-29
1392,Channing Tatum,1980-04-26
1393,Nikolay Kryuchkov,1911-01-06
1394,Frank Delfino,1911-02-13
1395,Anton Tennet,1987-02-06
1396,Nikolay Pogodin,1900-11-03
1397,Rade Serbedzija,1946-07-27
1398,Carolina Bartczak,1985-10-05
1399,Sikandar Kharbanda,1979-01-30
1400,Jessica Simpson,1980-07-10
1401,Konkona Sen Sharma,1979-12-03
1402,Hattie McDaniel,1893-06-10
1403,Ulrich Mühe,1953-06-20
1404,Doua Moua,1987-02-07
1405,Bryan Larkin,1973-08-07
1406,Raghav Juyal,1991-07-10
1407,Yui Ishikawa,1989-05-30
1408,Craig Sechler,1951-09-08
1409,Scott Patterson,1958-09-11
1410,Noomi Rapace,1979-12-28
1411,Susumu Fujita,1912-01-08
1412,Da'Vine Joy Randolph,1986-05-21
1413,Roy Barcroft,1902-09-07
1414,Troy Donahue,1936-01-27
1415,Madeleine Renaud,1900-02-21
1416,Buddy Van Horn,1928-08-20
1417,Veronica Hamel,1943-11-20
1418,Paul Longley,1959-02-26
1419,Dorsey Wright,1957-01-08
1420,David Saucedo,1981-01-13
1421,Leo Rossi,1946-06-26
1422,Ahmet Ak,1966-05-20
1423,Peggie Castle,1927-12-22
1424,Patrick Sébastien,1953-11-14
1425,Lynn Lowry,1947-10-15
1426,Erin Fleming,1941-08-13
1427,Isabella Blake-Thomas,2002-09-21
1428,Bert Kreischer,1972-11-03
1429,Philippe Le Guay,1956-10-22
1430,Joshua Brennan,1985-01-21
1431,Fats Waller,1904-05-21
1432,Margaret Livingston,1895-11-25
1433,Ralph Faulkner,1891-07-20
1434,Françoise Pascal,1949-10-14
1435,Jed Prouty,1879-04-06
1436,Martin Kemp,1961-10-10
1437,Shunji Iwai,1963-01-24
1438,Gilbert Roland,1905-12-11
1439,John Bryson,1943-07-24
1440,Shinji Takeda,1972-12-18
1441,Ivan Karp,1926-06-04
1442,Joop Doderer,1921-08-28
1443,Liam Cunningham,1961-06-02
1444,Lesley Sharp,1960-04-03
1445,Nigel Howard,1925-05-18
1446,Thomas Jefferson Byrd,1950-06-25
1447,Nicole Randall Johnson,1973-12-09
1448,Fred J. Scollay,1923-03-19
1449,Erica Field,1974-02-12
1450,Christopher Robbie,1938-05-30
1451,Paulina Gaitan,1992-02-19
1452,Declan Mulholland,1932-12-06
1453,Angela McCluskey,1967-02-28
1454,Dustin Nguyen,1962-09-17
1455,Christopher Godwin,1943-08-05
1456,Tarik Akan,1949-12-13
1457,Brenda Sykes,1949-06-25
1458,Bilal Ashraf,1979-10-10
1459,Michele George,1974-01-02
1460,Madge Sinclair,1938-04-28
1461,Nobuaki Kakuda,1961-04-11
1462,Pierre Bokma,1955-12-20
1463,Rico Alaniz,1919-10-25
1464,Kane Richmond,1906-12-23
1465,Callan Potter,1984-09-06
1466,Luke Askew,1932-03-26
1467,Archana Puran Singh,1962-09-26
1468,Sarah Alexander,1971-01-03
1469,Roopa Ganguly,1963-11-25
1470,Jay Anstey,1991-02-13
1471,Hunter Gomez,1991-12-20
1472,Ann Michelle,1952-08-11
1473,Elizabeth Tulloch,1981-01-19
1474,Jonah Meyerson,1991-09-20
